,car-id,days,left-park
3291,20151022061016-652,0,True
3292,20155222065258-67,0,True
3293,20150922070908-757,0,True
3294,20150522090548-230,0,True
3295,20151322091314-124,0,True
3296,20155522095555-541,0,True
3297,20154022104023-25,0,True
3298,20154922114943-996,0,True
3299,20150223010214-102,0,True
3300,20151823021849-447,0,True
3301,20152123022116-269,0,True
3302,20153523023547-89,0,True
3303,20153623023601-382,0,True
3304,20155423025429-675,0,True
3305,20153023033010-957,0,True
3306,20153123033157-512,0,True
3307,20154623044637-268,0,True
3308,20150523060517-30,1,True
3309,20151723061732-246,0,True
3310,20151823061853-546,1,True
3311,20154623064607-919,0,True
3312,20154623064643-371,1,True
3313,20155023065026-661,1,True
3314,20152323072348-119,1,True
3315,20152923072910-395,5,True
3316,20153623073655-303,3,True
3317,20154623074640-436,3,True
3318,20154923074927-301,1,True
3319,20155023075056-284,0,True
3320,20155823075842-421,2,True
3321,20155923075941-191,1,True
3322,20151223081226-766,0,True
3323,20151823081833-359,1,True
3324,20152123082158-381,0,True
3325,20154623084625-271,1,True
3326,20154923084910-990,0,True
3327,20155523085557-121,2,True
3328,20150723090724-2,2,True
3329,20151223091224-134,4,True
3330,20151223091254-664,1,True
3331,20151323091336-516,4,True
3332,20151323091349-479,0,True
3333,20151923091956-585,0,True
3334,20152023092003-863,0,True
3335,20153023093030-714,0,True
3336,20155123095125-681,8,True
3337,20152223102215-972,0,True
3338,20153023103028-824,10,True
3339,20153723103701-496,2,True
3340,20155423105427-757,7,True
3341,20150123110109-178,0,True
3342,20150923110937-484,0,True
3343,20152123112152-81,0,True
3344,20154323114356-898,0,True
3345,20154723114713-451,0,True
3346,20155023115047-443,1,True
3347,20153923123928-126,0,True
3348,20154423124414-291,0,True
3349,20150923010958-595,6,True
3350,20151323011308-91,0,True
3351,20152123012131-392,1,True
3352,20153023013052-129,0,True
3353,20153123013102-43,0,True
3354,20153823013829-72,0,True
3355,20154023014021-519,0,True
3356,20154423014421-678,0,True
3357,20154923014909-680,7,True
3358,20150623020640-155,1,True
3359,20151723021731-292,0,True
3360,20152023022034-542,0,True
3361,20152123022155-571,5,True
3362,20152723022703-590,12,True
3363,20153123023120-949,3,True
3364,20150523030511-17,2,True
3365,20151823031834-474,0,True
3366,20152523032526-775,1,True
3367,20152823032800-166,1,True
3368,20154723034720-42,0,True
3369,20155223035220-257,0,True
3370,20150123040140-843,2,True
3371,20150123040147-250,0,True
3372,20150323040301-184,2,True
3373,20150823040809-813,9,True
3374,20151323041310-904,0,True
3375,20153623043615-405,0,True
3376,20153723043748-531,1,True
3377,20154023044047-684,1,True
3378,20154223044238-230,0,True
3379,20154623044635-532,0,True
3380,20155423045440-29,0,True
3381,20155923045931-338,0,True
3382,20150723050737-232,0,True
3383,20150723050745-341,1,True
3384,20151423051449-551,1,True
3385,20151623051636-911,0,True
3386,20151823051805-597,7,True
3387,20152923052930-400,0,True
3388,20153123053127-918,0,True
3389,20153823053835-378,0,True
3390,20154123054103-632,3,True
3391,20154723054713-268,6,True
3392,20154923054956-212,0,True
3393,20155123055114-470,0,True
3394,20154423074419-20,0,True
3395,20155423075433-511,0,True
3396,20152623102601-929,0,True
3397,20152123112157-145,0,True
3398,20154723114751-571,0,True
3399,20152624012651-349,0,True
3400,20155324015307-999,0,True
3401,20152324022320-66,0,True
3402,20153124023145-136,0,True
3403,20153724023750-556,0,True
3404,20154324024354-470,0,True
3405,20155724025736-120,0,True
3406,20150124030132-312,0,True
3407,20154524034534-40,0,True
3408,20154724034712-183,0,True
3409,20155424035436-409,0,True
3410,20151324041331-293,0,True
3411,20153124043158-663,0,True
3412,20154624044626-913,0,True
3413,20150524050528-188,0,True
3414,20151324051326-345,0,True
3415,20152824052835-224,0,True
3416,20154924054926-775,0,True
3417,20150024060019-914,6,True
3418,20151324061307-900,6,True
3419,20151924061911-225,5,True
3420,20152424062413-508,1,True
3421,20152424062441-168,8,True
3422,20152424062452-330,5,True
3423,20153224063221-780,3,True
3424,20153524063556-760,1,True
3425,20153624063634-720,1,True
3426,20154024064023-567,11,True
3427,20154424064452-683,0,True
3428,20154824064809-609,0,True
3429,20155524065529-638,8,True
3430,20155824065823-362,0,True
3431,20150924070945-953,4,True
3432,20152424072445-404,0,True
3433,20152624072652-602,8,True
3434,20153224073256-73,7,True
3435,20154324074320-162,0,True
3436,20155324075301-513,2,True
3437,20155324075339-328,2,True
3438,20155424075405-452,0,True
3439,20155624075638-235,0,True
3440,20150924080908-529,0,True
3441,20152524082502-366,3,True
3442,20153824083801-208,3,True
3443,20153824083858-992,0,True
3444,20154324084313-457,2,True
3445,20154424084414-48,7,True
3446,20155324085325-903,1,True
3447,20155524085551-928,4,True
3448,20150024090008-901,4,True
3449,20150124090120-626,0,True
3450,20151924091906-140,2,True
3451,20152224092219-261,1,True
3452,20153624093618-492,0,True
3453,20154624094613-438,4,True
3454,20154724094701-791,0,True
3455,20155124095131-809,1,True
3456,20155424095403-620,10,True
3457,20150924100943-359,0,True
3458,20153924103929-927,1,True
3459,20155824105804-483,4,True
3460,20150024110011-994,0,True
3461,20150524110507-879,7,True
3462,20150924110950-607,0,True
3463,20152424112431-241,0,True
3464,20152824112857-18,10,True
3465,20154224114248-796,0,True
3466,20155124115146-742,0,True
3467,20152124122113-381,0,True
3468,20152824122825-461,10,True
3469,20153524123538-428,5,True
3470,20154824124835-785,2,True
3471,20155824125808-342,0,True
3472,20150024010014-301,3,True
3473,20150224010207-397,4,True
3474,20151424011408-525,0,True
3475,20153924013929-447,7,True
3476,20155324015326-739,3,True
3477,20151524021516-801,0,True
3478,20151724021705-148,11,True
3479,20152724022725-929,0,True
3480,20150024030045-709,0,True
3481,20150524030519-692,0,True
3482,20150524030524-723,0,True
3483,20152124032130-189,1,True
3484,20153324033312-407,5,True
3485,20153924033938-548,0,True
3486,20154024034035-259,0,True
3487,20154324034301-448,0,True
3488,20154524034527-591,0,True
3489,20150224040251-670,1,True
3490,20151224041202-651,1,True
3491,20151424041436-899,0,True
3492,20155024045031-794,3,True
3493,20155124045148-189,6,True
3494,20155624045618-21,7,True
3495,20151924051901-835,1,True
3496,20151924051922-114,1,True
3497,20152324052315-848,0,True
3498,20153024053054-368,0,True
3499,20151024061054-929,0,True
3500,20153924063922-140,0,True
3501,20155124065101-676,0,True
3502,20151024071035-474,0,True
3503,20155524075502-755,0,True
3504,20155724075753-122,0,True
3505,20151524081541-90,0,True
3506,20152924082925-762,0,True
3507,20152724092700-102,0,True
3508,20152024102003-127,0,True
3509,20155524105534-405,0,True
3510,20150225120233-156,0,True
3511,20152925022919-735,0,True
3512,20154525024548-230,0,True
3513,20155925025914-782,0,True
3514,20150625030645-715,0,True
3515,20150725030704-918,0,True
3516,20152025032000-169,0,True
3517,20152625042644-584,0,True
3518,20153525053528-703,0,True
3519,20151025061010-490,6,True
3520,20152525062543-274,0,True
3521,20153225063205-641,2,True
3522,20153525063534-498,0,True
3523,20154825064848-825,2,True
3524,20154925064951-601,0,True
3525,20150725070707-92,0,True
3526,20151725071728-305,0,True
3527,20152925072930-684,1,True
3528,20153025073007-824,0,True
3529,20155725075744-903,1,True
3530,20155925075925-194,0,True
3531,20153025083001-968,2,True
3532,20153725083712-151,4,True
3533,20154525084548-607,3,True
3534,20155425085422-138,4,True
3535,20152325092351-461,0,True
3536,20152525092541-151,0,True
3537,20155725095739-361,2,True
3538,20150025100027-993,0,True
3539,20151525101516-848,2,True
3540,20151625101651-52,6,True
3541,20154125104102-486,0,True
3542,20154725104717-951,3,True
3543,20150125110117-319,0,True
3544,20150825110803-773,0,True
3545,20151525111508-450,0,True
3546,20152425112418-776,0,True
3547,20154225114217-528,0,True
3548,20150225120206-4,6,True
3549,20150425120425-24,0,True
3550,20151225121247-656,0,True
3551,20153125123107-117,6,True
3552,20154325124346-290,0,True
3553,20150425010456-10,0,True
3554,20152325012334-763,3,True
3555,20153425013459-560,4,True
3556,20153925013909-748,0,True
3557,20153925013917-321,0,True
3558,20155525015513-235,4,True
3559,20155625015652-201,5,True
3560,20155625015656-890,0,True
3561,20150325020345-881,2,True
3562,20151625021614-449,7,True
3563,20151825021808-12,0,True
3564,20153125023115-598,3,True
3565,20153125023141-305,0,True
3566,20153125023152-681,9,True
3567,20153325023349-811,0,True
3568,20155625025639-594,3,True
3569,20152025032033-74,4,True
3570,20152525032537-431,0,True
3571,20152725032725-88,1,True
3572,20154925034902-555,4,True
3573,20155925035946-518,0,True
3574,20150025040004-379,1,True
3575,20150125040103-831,0,True
3576,20151225041257-977,0,True
3577,20153525043522-499,0,True
3578,20154325044303-21,3,True
3579,20154925044945-414,2,True
3580,20151025051035-258,1,True
3581,20151325051319-382,2,True
3582,20154825054846-818,0,True
3583,20154925054926-798,0,True
3584,20150325060313-681,0,True
3585,20155925065903-336,0,True
3586,20151325071355-403,0,True
3587,20152625072619-375,0,True
3588,20152725072754-511,0,True
3589,20155025075009-771,0,True
3590,20150525080519-500,0,True
3591,20154025114030-785,0,True
3592,20155525115546-86,0,True
3593,20152026122051-203,0,True
3594,20150026020037-148,0,True
3595,20151226021220-877,0,True
3596,20151426021409-949,0,True
3597,20150726040734-978,0,True
3598,20151226061234-537,0,True
3599,20151626061648-946,3,True
3600,20152126062147-292,0,True
3601,20152226062249-472,0,True
3602,20152426062419-163,0,True
3603,20153126063149-265,5,True
3604,20153426063444-230,0,True
3605,20153826063809-399,3,True
3606,20154026064046-481,0,True
3607,20154126064136-539,1,True
3608,20154526064518-551,10,True
3609,20151126071153-679,0,True
3610,20151126071158-727,0,True
3611,20151726071747-488,5,True
3612,20151926071934-564,8,True
3613,20153726073753-79,0,True
3614,20154226074229-276,0,True
3615,20155526075524-786,0,True
3616,20151026081006-92,2,True
3617,20152126082127-586,0,True
3618,20152126082136-879,0,True
3619,20152326082325-308,1,True
3620,20153526083553-970,0,True
3621,20153626083639-100,0,True
3622,20153926083915-568,15,True
3623,20150126090104-272,0,True
3624,20150126090110-87,0,True
3625,20150226090206-282,3,True
3626,20150326090329-717,2,True
3627,20150926090945-943,2,True
3628,20151426091431-80,13,True
3629,20151826091818-219,1,True
3630,20152126092144-384,1,True
3631,20152826092848-943,2,True
3632,20153226093201-782,2,True
3633,20153526093522-53,3,True
3634,20153626093628-77,6,True
3635,20154626094616-160,0,True
3636,20153326103309-465,3,True
3637,20155626105649-404,1,True
3638,20155726105752-335,0,True
3639,20155826105805-860,3,True
3640,20150526110553-791,20,True
3641,20150626110605-541,12,True
3642,20150926110958-805,3,True
3643,20151326111319-353,2,True
3644,20153126113104-616,2,True
3645,20154726114701-192,2,True
3646,20152226122251-984,2,True
3647,20152826122849-423,0,True
3648,20153126123121-600,0,True
3649,20153226123205-559,0,True
3650,20154926124901-298,0,True
3651,20155826125821-822,0,True
3652,20155926125931-19,1,True
3653,20150426010442-203,1,True
3654,20152426012444-553,0,True
3655,20153026013047-679,0,True
3656,20153426013437-524,0,True
3657,20153926013940-342,5,True
3658,20154926014915-775,6,True
3659,20150826020807-226,1,True
3660,20151926021908-693,0,True
3661,20153026023048-941,2,True
3662,20153626023632-111,2,True
3663,20153626023634-935,0,True
3664,20154426024411-840,3,True
3665,20151226031229-659,0,True
3666,20151226031239-133,0,True
3667,20152126032151-160,0,True
3668,20152226032253-445,2,True
3669,20152726032754-124,4,True
3670,20152826032848-662,3,True
3671,20153026033020-755,5,True
3672,20154026034051-679,1,True
3673,20155026035048-916,0,True
3674,20155126035129-589,3,True
3675,20155926035956-75,0,True
3676,20151926041922-655,9,True
3677,20152726042728-687,2,True
3678,20155826045826-106,3,True
3679,20155826045853-500,0,True
3680,20151526051513-980,3,True
3681,20153426053424-13,8,True
3682,20153626053623-916,9,True
3683,20153826053837-25,3,True
3684,20151626061634-437,0,True
3685,20153026073056-725,0,True
3686,20153226073259-517,0,True
3687,20152926082904-213,0,True
3688,20153026093051-464,0,True
3689,20151426111442-960,0,True
3690,20155426115450-821,0,True
3691,20151327121354-817,0,True
3692,20151527121503-789,0,True
3693,20153327123312-509,0,True
3694,20155627125623-941,0,True
3695,20152127022115-856,0,True
3696,20155927035951-237,0,True
3697,20152827052816-495,0,True
3698,20153227053244-885,0,True
3699,20153927053939-550,0,True
3700,20155027055036-564,0,True
3701,20155127055114-680,0,True
3702,20151127061106-88,1,True
3703,20154527064558-128,0,True
3704,20150227070202-589,1,True
3705,20150627070602-460,1,True
3706,20150827070822-694,1,True
3707,20150827070855-530,3,True
3708,20151527071503-446,0,True
3709,20152127072145-488,0,True
3710,20152327072350-759,0,True
3711,20153027073012-907,0,True
3712,20155227075208-342,0,True
3713,20155427075416-544,0,True
3714,20150227080211-917,0,True
3715,20150627080650-806,0,True
3716,20151127081135-995,0,True
3717,20151527081514-392,2,True
3718,20151827081812-463,2,True
3719,20151927081907-93,1,True
3720,20151927081931-982,0,True
3721,20154127084141-786,1,True
3722,20154227084245-696,0,True
3723,20155127085135-450,0,True
3724,20150127090118-293,0,True
3725,20151727091758-4,2,True
3726,20151927091933-671,5,True
3727,20152827092833-950,2,True
3728,20154627094625-389,1,True
3729,20154627094652-597,1,True
3730,20155827095826-435,5,True
3731,20150027100030-310,2,True
3732,20151127101119-956,0,True
3733,20151927101928-443,2,True
3734,20152427102437-384,0,True
3735,20154527104510-24,1,True
3736,20155227105226-846,0,True
3737,20151427111436-22,0,True
3738,20152027112040-21,2,True
3739,20153627113639-711,1,True
3740,20154127114129-6,2,True
3741,20154227114255-944,1,True
3742,20154827114820-401,2,True
3743,20150027120012-20,3,True
3744,20151027121025-240,11,True
3745,20152127122100-117,0,True
3746,20152727122717-345,0,True
3747,20153027123035-916,0,True
3748,20154327124354-540,0,True
3749,20154927124918-740,0,True
3750,20151327011349-700,9,True
3751,20152227012222-977,0,True
3752,20150427020450-544,8,True
3753,20150527020511-685,2,True
3754,20150527020518-737,0,True
3755,20150827020823-652,2,True
3756,20152127022147-128,0,True
3757,20154227024229-598,0,True
3758,20154527024553-723,4,True
3759,20154627024615-98,8,True
3760,20150127030110-863,0,True
3761,20151027031029-195,0,True
3762,20152027032045-214,0,True
3763,20152527032555-353,0,True
3764,20152727032726-130,1,True
3765,20152927032921-834,2,True
3766,20153927033926-724,0,True
3767,20154927034927-466,0,True
3768,20155427035437-721,0,True
3769,20151927041904-297,3,True
3770,20152827042814-470,1,True
3771,20155127045143-781,0,True
3772,20155527045524-617,0,True
3773,20155827045831-194,1,True
3774,20153727053754-806,1,True
3775,20154227054240-936,0,True
3776,20154727054709-221,0,True
3777,20155327055311-62,0,True
3778,20153927073957-20,0,True
3779,20151927081956-902,0,True
3780,20154527084510-882,0,True
3781,20150827090844-212,0,True
3782,20153727093729-656,0,True
3783,20155827095803-168,0,True
3784,20151827101816-863,0,True
3785,20152427102449-480,0,True
3786,20153427103455-30,0,True
3787,20153927103940-785,0,True
3788,20154227104201-42,0,True
3789,20150728020756-477,0,True
3790,20152028022026-682,0,True
3791,20153128033159-337,0,True
3792,20151028041049-767,0,True
3793,20150328050342-266,0,True
3794,20153928053908-907,0,True
3795,20150828060817-577,0,True
3796,20150828060845-403,5,True
3797,20151528061507-602,0,True
3798,20152128062123-84,1,True
3799,20153028063014-354,0,True
3800,20153728063706-624,15,True
3801,20154428064410-192,1,True
3802,20154628064612-620,0,True
3803,20154928064939-570,1,True
3804,20154928064943-51,0,True
3805,20155428065442-400,9,True
3806,20150128070124-874,8,True
3807,20151728071725-829,0,True
3808,20153528073548-83,0,True
3809,20154928074954-92,0,True
3810,20155528075552-252,0,True
3811,20155528075553-143,9,True
3812,20151428081416-477,0,True
3813,20151928081935-515,3,True
3814,20152728082727-282,5,True
3815,20154328084349-846,5,True
3816,20150328090306-30,0,True
3817,20151128091155-501,1,True
3818,20152428092457-800,0,True
3819,20152528092511-140,0,True
3820,20154128094123-201,5,True
3821,20154528094550-198,0,True
3822,20155828095857-94,1,True
3823,20151728101733-413,1,True
3824,20153028103038-731,7,True
3825,20153428103417-553,6,True
3826,20153428103458-866,3,True
3827,20153828103822-230,0,True
3828,20153928103909-2,0,True
3829,20154128104144-208,0,True
3830,20154728104715-168,0,True
3831,20152328112340-523,0,True
3832,20152828112812-119,1,True
3833,20153128113151-636,0,True
3834,20153428113427-920,0,True
3835,20150428120447-819,0,True
3836,20150828120844-852,1,True
3837,20152628122633-435,0,True
3838,20153028123046-38,1,True
3839,20153928123900-472,0,True
3840,20154928124919-762,0,True
3841,20155028125003-149,0,True
3842,20155228125210-442,1,True
3843,20150628010613-142,0,True
3844,20151028011029-820,1,True
3845,20151128011156-261,0,True
3846,20151228011242-334,0,True
3847,20151228011247-72,0,True
3848,20152828012807-551,3,True
3849,20152828012850-335,0,True
3850,20153728013721-249,0,True
3851,20154828014808-208,6,True
3852,20155228015222-976,0,True
3853,20155228015245-135,5,True
3854,20155828015841-903,0,True
3855,20150228020218-410,0,True
3856,20152528022533-167,0,True
3857,20153428023408-345,0,True
3858,20153428023417-311,0,True
3859,20153428023453-553,0,True
3860,20153528033529-323,0,True
3861,20155328035310-746,7,True
3862,20155328035326-113,4,True
3863,20150328040327-867,0,True
3864,20154728044754-749,0,True
3865,20150028050007-273,5,True
3866,20151928051902-637,0,True
3867,20152328052331-12,0,True
3868,20154228054230-169,1,True
3869,20154828054821-232,0,True
3870,20155528055512-788,0,True
3871,20155328075344-727,0,True
3872,20152928112908-464,0,True
3873,20152929122937-811,0,True
3874,20155029125037-882,0,True
3875,20154629024607-926,0,True
3876,20151729031705-203,0,True
3877,20152729032751-107,0,True
3878,20151929041915-557,0,True
3879,20150429050432-698,0,True
3880,20151029051029-678,0,True
3881,20151829051813-994,0,True
3882,20150629060651-645,5,True
3883,20150929060957-709,1,True
3884,20152129062158-608,0,True
3885,20153029063054-508,3,True
3886,20153729063721-795,0,True
3887,20153729063729-602,0,True
3888,20153929063914-980,0,True
3889,20154729064708-257,0,True
3890,20154929064951-316,0,True
3891,20155529065532-457,0,True
3892,20151229071243-282,0,True
3893,20151629071612-80,0,True
3894,20153629073622-752,3,True
3895,20150229080229-708,0,True
3896,20151029081008-399,3,True
3897,20153529083516-535,1,True
3898,20154129084132-74,1,True
3899,20150129090159-131,1,True
3900,20151429091426-986,2,True
3901,20151729091750-316,0,True
3902,20152529092504-987,2,True
3903,20153629093635-690,9,True
3904,20155729095741-271,5,True
3905,20155829095814-906,1,True
3906,20150429100422-921,0,True
3907,20151129101152-17,0,True
3908,20151929101959-58,1,True
3909,20154629104608-150,0,True
3910,20154729104715-725,2,True
3911,20154829104840-718,6,True
3912,20155429105414-58,0,True
3913,20150529110523-979,1,True
3914,20152329112318-793,0,True
3915,20152729112749-811,0,True
3916,20154929114937-129,3,True
3917,20150229120229-56,0,True
3918,20150729120752-754,3,True
3919,20151629121627-214,0,True
3920,20152829122804-337,0,True
3921,20154429124436-765,0,True
3922,20155529125559-594,0,True
3923,20151329011319-87,1,True
3924,20152529012515-597,0,True
3925,20153129013137-722,0,True
3926,20154229014226-973,3,True
3927,20155129015103-260,0,True
3928,20155529015507-923,0,True
3929,20150329020331-802,7,True
3930,20150929020925-480,0,True
3931,20152629022625-52,4,True
3932,20152929022956-198,2,True
3933,20154329024334-251,0,True
3934,20155129025110-549,0,True
3935,20150029030057-969,5,True
3936,20152729032736-810,1,True
3937,20152729032750-703,0,True
3938,20153029033048-921,0,True
3939,20153029033050-443,1,True
3940,20153229033240-417,2,True
3941,20153529033559-238,5,True
3942,20154229034208-913,0,True
3943,20154829034834-681,0,True
3944,20155229035239-568,0,True
3945,20150429040424-153,0,True
3946,20151229041225-130,4,True
3947,20151429041405-463,4,True
3948,20152729042736-714,5,True
3949,20154329044318-650,0,True
3950,20154629044625-977,0,True
3951,20155929045944-214,3,True
3952,20150229050210-638,2,True
3953,20150729050717-99,0,True
3954,20151429051412-750,3,True
3955,20151929051927-102,4,True
3956,20152329052335-690,2,True
3957,20150329060327-985,0,True
3958,20151329081357-856,0,True
3959,20152229082211-119,0,True
3960,20150329090301-42,0,True
3961,20152029102047-483,0,True
3962,20151129111138-228,0,True
3963,20150330120358-817,0,True
3964,20153630123652-843,0,True
3965,20154830024800-954,0,True
3966,20151330041347-985,0,True
3967,20154430044428-12,0,True
3968,20150430050447-600,0,True
3969,20150530050517-537,0,True
3970,20151030051008-262,0,True
3971,20150330060312-987,1,True
3972,20152030062014-252,6,True
3973,20152730062720-372,1,True
3974,20152730062723-66,1,True
3975,20154430064432-451,2,True
3976,20154530064530-737,0,True
3977,20150730070718-674,1,True
3978,20152030072021-992,0,True
3979,20153130073133-253,7,True
3980,20153730073739-621,0,True
3981,20154030074051-343,0,True
3982,20150130080133-858,0,True
3983,20150730080701-11,6,True
3984,20151430081404-592,0,True
3985,20152030082014-756,0,True
3986,20153130083112-439,4,True
3987,20155430085434-503,4,True
3988,20155830085824-923,0,True
3989,20155830085850-481,5,True
3990,20150030090034-886,0,True
3991,20150030090047-958,0,True
3992,20150230090247-751,0,True
3993,20150830090823-240,4,True
3994,20151030091029-116,5,True
3995,20152430092403-586,0,True
3996,20153230093206-93,0,True
3997,20153530093500-378,1,True
3998,20152730102714-620,6,True
3999,20152730102727-969,0,True
4000,20153830103847-519,0,True
4001,20154030104055-168,6,True
4002,20154830104827-205,2,True
4003,20150830110800-847,0,True
4004,20150830110807-384,2,True
4005,20150830110826-381,0,True
4006,20151930111905-986,0,True
4007,20152230112213-138,0,True
4008,20152530112555-432,0,True
4009,20153330113330-512,1,True
4010,20154130114152-221,0,True
4011,20154430114430-240,0,True
4012,20154530114544-776,1,True
4013,20154630114640-133,0,True
4014,20155230115226-97,15,True
4015,20150430120449-822,2,True
4016,20151730121755-247,0,True
4017,20152230122233-577,3,True
4018,20153730123713-648,1,True
4019,20153830123835-677,1,True
4020,20153830123858-160,1,True
4021,20154630124651-529,2,True
4022,20154730124723-254,3,True
4023,20155330125313-561,0,True
4024,20150130010110-805,0,True
4025,20150630010654-790,0,True
4026,20150930010911-718,3,True
4027,20151430011409-669,2,True
4028,20153730013733-766,0,True
4029,20154430014454-721,0,True
4030,20155030015058-336,3,True
4031,20155630015659-740,1,True
4032,20152730022758-606,2,True
4033,20152830022847-358,1,True
4034,20154030024047-702,0,True
4035,20150830030802-631,0,True
4036,20150830030855-79,13,True
4037,20154430034436-879,2,True
4038,20154530034515-528,0,True
4039,20155230035222-748,1,True
4040,20150630040654-44,0,True
4041,20153230043237-268,0,True
4042,20154630044606-595,2,True
4043,20150030050049-156,3,True
4044,20150630050659-891,0,True
4045,20151330051300-634,2,True
4046,20152130052126-284,4,True
4047,20152530052504-640,2,True
4048,20153230053236-758,1,True
4049,20155430055405-608,0,True
4050,20154630064645-149,0,True
4051,20154930084928-651,0,True
4052,20155730095723-986,0,True
4053,20155730095745-12,0,True
4054,20150930100942-817,0,True
4055,20152630102605-959,0,True
4056,20150930110907-918,0,True
4057,20155801015819-968,0,True
4058,20153901033919-894,0,True
4059,20155101035134-156,0,True
4060,20152501042554-868,0,True
4061,20153101043147-580,0,True
4062,20154301044347-104,0,True
4063,20151901051952-926,0,True
4064,20152501052545-509,0,True
4065,20153401053427-998,0,True
4066,20154901054922-66,0,True
4067,20155301055347-195,0,True
4068,20150901060931-375,2,True
4069,20153601063643-881,0,True
4070,20150601070655-151,5,True
4071,20151701071741-626,1,True
4072,20152001072036-614,9,True
4073,20152601072646-339,0,True
4074,20152801072801-74,16,True
4075,20153001073008-682,6,True
4076,20153401073437-826,2,True
4077,20153801073845-972,2,True
4078,20154201074239-779,1,True
4079,20154501074509-749,0,True
4080,20154701074703-254,0,True
4081,20154701074721-510,2,True
4082,20155101075136-111,1,True
4083,20155901075938-57,3,True
4084,20150001080044-124,9,True
4085,20150601080637-769,0,True
4086,20150701080753-524,0,True
4087,20151101081129-848,9,True
4088,20151101081149-687,0,True
4089,20152401082424-321,2,True
4090,20153101083156-266,1,True
4091,20153601083632-281,1,True
4092,20154201084214-252,5,True
4093,20154501084530-202,0,True
4094,20154801084800-755,1,True
4095,20155801085847-425,3,True
4096,20151001091034-497,4,True
4097,20151701091728-197,0,True
4098,20151701091730-48,2,True
4099,20152401092405-316,2,True
4100,20154001094055-572,0,True
4101,20154201094221-490,8,True
4102,20150801100813-808,1,True
4103,20151201101257-374,0,True
4104,20151601101614-646,0,True
4105,20152001102004-765,0,True
4106,20152201102241-597,2,True
4107,20153801103836-428,0,True
4108,20154101104121-957,0,True
4109,20154201104219-192,0,True
4110,20154201104250-936,1,True
4111,20155001105054-534,1,True
4112,20155501105513-756,0,True
4113,20150101110137-214,0,True
4114,20151301111308-417,2,True
4115,20151801111852-365,2,True
4116,20152501112519-331,0,True
4117,20152601112611-300,4,True
4118,20152701112759-138,8,True
4119,20153701113704-354,6,True
4120,20153801113810-64,0,True
4121,20154201114254-498,1,True
4122,20155501115549-423,0,True
4123,20155501115551-657,0,True
4124,20155801115833-996,0,True
4125,20150501120503-93,0,True
4126,20150801120859-136,1,True
4127,20151101121144-520,4,True
4128,20152201122209-900,0,True
4129,20152601122623-54,2,True
4130,20153001123033-350,9,True
4131,20153301123341-61,0,True
4132,20153601123633-561,2,True
4133,20153801123847-62,10,True
4134,20154001124007-163,1,True
4135,20154501124525-792,1,True
4136,20154801124855-611,3,True
4137,20155501125529-527,8,True
4138,20155901125946-822,3,True
4139,20150001010009-284,1,True
4140,20150901010946-94,0,True
4141,20151001011026-433,1,True
4142,20154101014157-341,4,True
4143,20154201014236-36,0,True
4144,20155001015013-989,0,True
4145,20155201015221-957,0,True
4146,20155601015631-537,0,True
4147,20155901015947-373,3,True
4148,20150101020154-96,0,True
4149,20150201020251-919,5,True
4150,20150801020830-440,1,True
4151,20151101021154-37,0,True
4152,20151501021548-648,2,True
4153,20151601021656-196,0,True
4154,20151801021811-599,16,True
4155,20152301022309-569,4,True
4156,20152601022603-965,0,True
4157,20152701022725-153,4,True
4158,20153101023158-837,1,True
4159,20154101024112-589,0,True
4160,20154201024259-199,5,True
4161,20155401025432-410,8,True
4162,20155601025658-508,2,True
4163,20150201030218-279,0,True
4164,20151001031016-663,1,True
4165,20151501031546-207,9,True
4166,20151601031635-401,2,True
4167,20152301032339-982,2,True
4168,20153701033718-257,0,True
4169,20153901033952-705,10,True
4170,20154401034422-998,4,True
4171,20155201035224-590,5,True
4172,20155501035526-887,3,True
4173,20155501035544-811,2,True
4174,20155801035840-804,0,True
4175,20150201040231-215,2,True
4176,20150201040237-719,0,True
4177,20150301040355-981,6,True
4178,20150701040708-313,2,True
4179,20151001041004-853,6,True
4180,20151501041501-974,0,True
4181,20151501041514-837,3,True
4182,20151501041530-577,8,True
4183,20151801041821-719,3,True
4184,20152201042246-439,8,True
4185,20153501043545-917,0,True
4186,20154501044554-839,0,True
4187,20154601044603-526,0,True
4188,20154801044816-267,5,True
4189,20150101050138-171,0,True
4190,20150801050802-446,2,True
4191,20151101051151-134,0,True
4192,20152701052720-709,0,True
4193,20150401060413-629,0,True
4194,20150701060741-737,0,True
4195,20152601062655-890,0,True
4196,20155301065327-174,0,True
4197,20151701071703-253,0,True
4198,20153201103225-274,0,True
4199,20153901113955-499,0,True
4200,20150102010156-22,0,True
4201,20154302044305-268,0,True
4202,20154802044801-908,0,True
4203,20150402050412-14,0,True
4204,20150702050722-52,0,True
4205,20155902055909-455,0,True
4206,20150702060711-874,0,True
4207,20151802061810-813,1,True
4208,20153202063225-961,0,True
4209,20153502063540-65,4,True
4210,20153602063625-130,0,True
4211,20153802063824-325,7,True
4212,20154702064747-107,0,True
4213,20155702065700-462,1,True
4214,20152002072012-873,0,True
4215,20152902072939-976,0,True
4216,20153202073212-725,0,True
4217,20153902073935-578,1,True
4218,20154002074029-503,1,True
4219,20154902074948-557,0,True
4220,20155502075521-135,0,True
4221,20150102080136-341,0,True
4222,20151302081321-676,1,True
